x,y,timestamp,pressure,fingerarea,velocityx,velocityy,accelx,accely,accelz,gyrox,gyroy,gyroz
345.36542,343.72717,71173250,0.77500004,0.10638297,0.0,0.0,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
345.36542,343.72717,71173279,0.825,0.10638297,-0.00595085,-0.00734623,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
345.36542,343.72717,71173296,0.83750004,0.10638297,0.007719366,0.006418342,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
345.36542,343.72717,71173312,0.83750004,0.10638297,-0.027899463,-0.028102903,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
345.36542,343.72717,71173329,0.8625,0.12765957,0.01544124,0.017487876,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
330.9064,346.29724,71173346,0.8625,0.12765957,-272.45993,48.41645,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
319.64078,350.0387,71173362,0.85,0.12765957,-855.328,200.68872,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
309.77704,355.63306,71173379,0.8625,0.10638297,-1031.2332,351.37854,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
297.43613,362.28723,71173396,0.875,0.09574468,-977.3348,466.1487,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
286.9074,369.65515,71173413,0.8875,0.10638297,-751.1106,527.168,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
277.4972,380.8114,71173429,0.8875,0.10638297,-545.8387,630.852,-0.0064088604,0.021504581,0.0323534,0.0,0.0,0.0
270.29163,389.7135,71173446,0.875,0.12765957,-532.83575,691.1559,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
262.34363,405.14966,71173463,0.8875,0.11702127,-382.30063,813.0854,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
257.52173,421.75122,71173479,0.90000004,0.11702127,-287.63483,1007.6581,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
256.3944,439.0171,71173496,0.8875,0.11702127,-136.4379,1177.6669,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
258.1645,454.73328,71173513,0.8875,0.12765957,107.29148,1189.2986,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
262.94434,472.12207,71173529,0.90000004,0.11702127,363.36407,1076.5759,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
269.72452,486.48193,71173546,0.90000004,0.10638297,572.3367,964.54175,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
283.52042,501.12695,71173563,0.8875,0.12765957,782.4592,854.2708,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
300.71188,514.078,71173580,0.8875,0.12765957,1093.8864,777.7007,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
319.09665,522.9966,71173596,0.9125,0.10638297,1322.7714,606.231,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
343.365,528.7578,71173613,0.90000004,0.10638297,1550.9615,378.976,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
361.56738,529.4243,71173630,0.8875,0.11702127,1518.9573,84.36043,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
381.51352,525.65,71173646,0.90000004,0.10638297,1331.6426,-293.4777,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
399.77478,519.6831,71173663,0.90000004,0.12765957,1142.5076,-556.1944,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
413.0473,512.2494,71173680,0.8875,0.12765957,884.0004,-673.51086,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
422.83133,502.7798,71173697,0.90000004,0.11702127,626.3347,-702.06,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
431.65106,489.53845,71173713,0.90000004,0.10638297,370.45935,-793.4934,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
440.8725,469.62195,71173730,0.9125,0.12765957,273.2154,-1053.1538,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
447.07788,447.17102,71173747,0.9125,0.12765957,325.61026,-1431.1917,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
449.3266,423.80872,71173763,0.925,0.10638297,241.44263,-1696.7026,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
448.2622,407.14197,71173780,0.925,0.12765957,-38.281254,-1493.851,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
442.84854,387.604,71173797,0.925,0.10638297,-363.61545,-1225.2285,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
435.54498,370.5526,71173814,0.9125,0.12765957,-608.29,-991.28925,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
429.60196,360.4508,71173830,0.925,0.12765957,-648.70654,-750.94775,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
417.55832,347.57947,71173847,0.9125,0.12765957,-710.6873,-593.0299,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
400.44928,336.38318,71173864,0.9125,0.10638297,-930.14246,-495.54132,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
386.54053,328.92834,71173880,0.9125,0.11702127,-1106.2306,-446.42038,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
375.6755,323.93835,71173897,0.925,0.11702127,-1009.1785,-340.71683,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
364.8125,322.40308,71173914,0.925,0.10638297,-719.8319,-91.21365,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
355.18494,323.10876,71173931,0.9125,0.10638297,-484.65363,164.47856,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
348.19775,324.9502,71173947,0.9375,0.10638297,-399.78296,271.67728,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
344.90533,326.8103,71173964,0.9125,0.10638297,-268.5117,291.41888,-0.0051270886,-0.006796345,-0.006116867,0.0,0.0,0.0
343.3459,330.4713,71173981,0.9125,0.12765957,-38.075317,276.85855,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
344.9881,336.05713,71173997,0.9125,0.12765957,176.99643,323.97424,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
349.38177,340.72498,71174014,0.90000004,0.12765957,344.3569,363.228,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
360.26498,348.27942,71174031,0.90000004,0.12765957,609.74567,449.89255,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
376.47784,354.1172,71174048,0.8875,0.12765957,960.933,472.87152,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
399.37863,356.16614,71174064,0.875,0.12765957,1399.766,331.84833,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
420.8836,353.87708,71174081,0.8875,0.12765957,1692.8975,4.7471733,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
447.34326,346.89758,71174098,0.8625,0.10638297,1767.8464,-428.38116,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
470.6947,335.2898,71174114,0.875,0.11702127,1723.928,-784.8369,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
491.49255,319.81995,71174131,0.875,0.10638297,1458.7335,-1084.1755,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
510.8994,302.40747,71174148,0.8875,0.12765957,1208.5288,-1274.9387,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
523.8805,287.41455,71174164,0.90000004,0.12765957,897.69684,-1253.7039,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
532.84357,270.7915,71174181,0.90000004,0.12765957,502.2658,-1117.477,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
540.5888,255.17029,71174198,0.90000004,0.12765957,289.41284,-999.4953,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
549.8116,233.76428,71174215,0.9125,0.10638297,209.21873,-1051.5273,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
553.86804,217.94434,71174231,0.90000004,0.10638297,210.23328,-1120.1313,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
553.2977,200.30542,71174248,0.875,0.12765957,79.24139,-1137.4137,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
549.77527,186.74182,71174265,0.875,0.12765957,-193.59465,-986.07416,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
542.8193,168.74585,71174281,0.875,0.11702127,-544.95355,-906.79663,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
536.8761,151.85034,71174298,0.90000004,0.12765957,-641.74,-948.0412,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
530.5241,141.80713,71174315,0.8875,0.12765957,-565.24445,-864.45435,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
522.50885,131.82031,71174332,0.90000004,0.12765957,-507.5459,-604.75616,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
512.64795,123.23352,71174348,0.9125,0.12765957,-545.5119,-352.5867,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
505.22052,118.28845,71174365,0.925,0.10638297,-579.62634,-216.01811,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
497.40216,116.29578,71174382,0.90000004,0.10638297,-552.81665,-109.71313,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
491.078,118.108154,71174398,0.8875,0.12765957,-417.2544,110.14235,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
486.51794,121.86926,71174415,0.875,0.12765957,-286.4697,355.6555,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
481.28094,128.58875,71174432,0.8875,0.12765957,-238.99023,511.57568,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
473.98956,146.92542,71174449,0.90000004,0.11702127,-306.7828,905.6805,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
470.93555,165.92822,71174465,0.9125,0.12765957,-292.2747,1297.461,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
470.77795,182.89612,71174482,0.925,0.12765957,-124.455414,1454.6089,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
472.86346,205.1333,71174499,0.9125,0.11702127,142.61104,1442.0052,-0.004101671,0.0105629265,-0.004893303,0.0,0.0,0.0
475.44672,226.10083,71174515,0.90000004,0.12765957,330.82364,1381.221,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
478.33105,248.13916,71174532,0.90000004,0.12765957,324.36642,1367.4894,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
481.96857,274.16687,71174549,0.90000004,0.11702127,281.92975,1497.8912,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
486.0067,294.0797,71174566,0.8875,0.12765957,259.93866,1434.6406,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
491.63885,320.77258,71174582,0.9125,0.10638297,312.04556,1470.2794,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
495.37555,340.43518,71174599,0.90000004,0.12765957,320.13916,1411.2455,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
501.1814,363.7975,71174616,0.8875,0.10638297,330.36908,1298.2944,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
505.7326,386.6477,71174632,0.8875,0.12765957,321.83896,1339.9122,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
508.17468,405.58655,71174649,0.875,0.12765957,233.57835,1221.3989,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
514.6841,428.3075,71174666,0.8875,0.10638297,259.80606,1236.2606,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
521.10236,445.4171,71174683,0.8625,0.12765957,333.0702,1194.8306,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
528.85364,461.54968,71174699,0.8625,0.12765957,460.90598,978.00073,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
534.8755,472.16162,71174716,0.85,0.11702127,502.435,736.5322,-0.0032813367,-0.0075496584,-0.03591442,0.0,0.0,0.0
